load data successfully ......
      Iter       Train Loss   Remaining Time 
       995           0.0000         1597.55m
       996           0.0000         1594.98m
       997           0.0000         1592.60m
       998           0.0000         1590.19m
       999           0.0000         1588.08m
      1000           0.0000         1585.92m
      1001           0.0000         1583.92m
      1002           0.0000         1581.82m
      1003           0.0000         1579.50m
      1004           0.0000         1577.26m
      1005           0.0000         1575.03m
      1006           0.0000         1572.79m
      1007           0.0000         1570.77m
      1008           0.0000         1568.24m
      1009           0.0000         1565.63m
      1010           0.0000         1563.53m
      1011           0.0000         1561.24m
      1012           0.0000         1558.62m
      1013           0.0000         1556.42m
      1014           0.0000         1554.26m
      1015           0.0000         1552.12m
      1016           0.0000         1550.00m
      1017           0.0000         1548.07m
      1018           0.0000         1545.56m
      1019           0.0000         1543.26m
      1020           0.0000         1541.29m
      1021           0.0000         1539.43m
      1022           0.0000         1537.25m
      1023           0.0000         1535.07m
      1024           0.0000         1533.05m
      1025           0.0000         1530.91m
      1026           0.0000         1528.83m
      1027           0.0000         1526.67m
      1028           0.0000         1524.52m
      1029           0.0000         1522.20m
      1030           0.0000         1520.25m
      1031           0.0000         1517.71m
      1032           0.0000         1515.39m
      1033           0.0000         1513.20m
      1034           0.0000         1511.20m
      1035           0.0000         1508.88m
      1036           0.0000         1506.86m
      1037           0.0000         1504.82m
      1038           0.0000         1502.46m
      1039           0.0000         1499.92m
      1040           0.0000         1498.06m
      1041           0.0000         1495.59m
      1042           0.0000         1493.63m
      1043           0.0000         1491.36m
      1044           0.0000         1489.07m
      1045           0.0000         1487.08m
      1046           0.0000         1484.90m
      1047           0.0000         1482.89m
      1048           0.0000         1480.66m
      1049           0.0000         1478.73m
      1050           0.0000         1476.49m
      1051           0.0000         1474.47m
      1052           0.0000         1472.30m
      1053           0.0000         1470.01m
      1054           0.0000         1467.90m
      1055           0.0000         1465.67m
      1056           0.0000         1463.82m
      1057           0.0000         1461.78m
      1058           0.0000         1459.69m
      1059           0.0000         1457.68m
      1060           0.0000         1455.56m
      1061           0.0000         1453.17m
      1062           0.0000         1450.94m
      1063           0.0000         1448.85m
      1064           0.0000         1446.71m
      1065           0.0000         1444.23m
      1066           0.0000         1441.80m
      1067           0.0000         1439.58m
      1068           0.0000         1437.50m
      1069           0.0000         1435.40m
      1070           0.0000         1433.60m
      1071           0.0000         1431.48m
      1072           0.0000         1429.53m
      1073           0.0000         1427.64m
      1074           0.0000         1425.72m
      1075           0.0000         1423.79m
      1076           0.0000         1421.48m
      1077           0.0000         1419.19m
      1078           0.0000         1417.17m
      1079           0.0000         1415.10m
      1080           0.0000         1412.84m
      1081           0.0000         1410.72m
      1082           0.0000         1408.62m
      1083           0.0000         1406.60m
      1084           0.0000         1404.40m
      1085           0.0000         1402.28m
      1086           0.0000         1400.19m
      1087           0.0000         1398.05m
      1088           0.0000         1396.11m
      1089           0.0000         1393.98m
      1090           0.0000         1391.67m
      1091           0.0000         1389.50m
      1092           0.0000         1387.53m
      1093           0.0000         1385.79m
      1094           0.0000         1383.67m
      1095           0.0000         1381.64m
      1096           0.0000         1379.42m
      1097           0.0000         1377.18m
      1098           0.0000         1375.03m
      1099           0.0000         1372.85m
      1100           0.0000         1370.83m
      1101           0.0000         1368.89m
      1102           0.0000         1366.50m
      1103           0.0000         1364.14m
      1104           0.0000         1362.15m
      1105           0.0000         1360.15m
      1106           0.0000         1358.00m
      1107           0.0000         1356.11m
      1108           0.0000         1354.10m
      1109           0.0000         1351.87m
      1110           0.0000         1349.84m
      1111           0.0000         1347.96m
      1112           0.0000         1345.71m
      1113           0.0000         1343.58m
      1114           0.0000         1341.65m
      1115           0.0000         1339.54m
      1116           0.0000         1337.37m
      1117           0.0000         1335.27m
      1118           0.0000         1333.40m
      1119           0.0000         1331.21m
      1120           0.0000         1329.09m
      1121           0.0000         1326.92m
      1122           0.0000         1324.96m
      1123           0.0000         1322.86m
      1124           0.0000         1320.65m
      1125           0.0000         1318.68m
      1126           0.0000         1316.52m
      1127           0.0000         1314.73m
      1128           0.0000         1312.74m
      1129           0.0000         1310.85m
      1130           0.0000         1308.65m
      1131           0.0000         1306.80m
      1132           0.0000         1304.69m
      1133           0.0000         1302.66m
      1134           0.0000         1300.91m
      1135           0.0000         1299.16m
      1136           0.0000         1297.12m
      1137           0.0000         1294.97m
      1138           0.0000         1292.86m
      1139           0.0000         1290.91m
      1140           0.0000         1288.71m
      1141           0.0000         1286.90m
      1142           0.0000         1284.76m
      1143           0.0000         1282.64m
      1144           0.0000         1280.36m
      1145           0.0000         1278.10m
      1146           0.0000         1276.37m
      1147           0.0000         1274.61m
      1148           0.0000         1272.71m
      1149           0.0000         1270.72m
      1150           0.0000         1268.82m
      1151           0.0000         1267.08m
      1152           0.0000         1265.06m
      1153           0.0000         1263.26m
      1154           0.0000         1261.15m
      1155           0.0000         1259.27m
      1156           0.0000         1257.50m
      1157           0.0000         1255.27m
      1158           0.0000         1253.26m
      1159           0.0000         1251.38m
      1160           0.0000         1249.46m
      1161           0.0000         1247.33m
      1162           0.0000         1245.28m
      1163           0.0000         1243.27m
      1164           0.0000         1241.32m
      1165           0.0000         1239.33m
      1166           0.0000         1237.30m
      1167           0.0000         1235.35m
      1168           0.0000         1233.47m
      1169           0.0000         1231.43m
      1170           0.0000         1229.37m
      1171           0.0000         1227.19m
      1172           0.0000         1225.27m
      1173           0.0000         1223.55m
      1174           0.0000         1221.57m
      1175           0.0000         1219.59m
      1176           0.0000         1217.64m
      1177           0.0000         1215.67m
      1178           0.0000         1213.55m
      1179           0.0000         1211.55m
      1180           0.0000         1209.53m
      1181           0.0000         1207.68m
      1182           0.0000         1205.72m
      1183           0.0000         1203.85m
      1184           0.0000         1201.82m
      1185           0.0000         1200.07m
      1186           0.0000         1198.23m
      1187           0.0000         1196.19m
      1188           0.0000         1194.34m
      1189           0.0000         1192.42m
      1190           0.0000         1190.37m
      1191           0.0000         1188.51m
      1192           0.0000         1186.85m
      1193           0.0000         1185.15m
      1194           0.0000         1183.12m
      1195           0.0000         1180.97m
      1196           0.0000         1179.21m
      1197           0.0000         1177.29m
      1198           0.0000         1175.57m
      1199           0.0000         1173.68m
      1200           0.0000         1171.59m
      1201           0.0000         1169.70m
      1202           0.0000         1167.75m
      1203           0.0000         1165.89m
      1204           0.0000         1164.18m
      1205           0.0000         1162.17m
      1206           0.0000         1160.07m
      1207           0.0000         1158.25m
      1208           0.0000         1156.34m
      1209           0.0000         1154.27m
      1210           0.0000         1152.53m
      1211           0.0000         1150.65m
      1212           0.0000         1148.57m
      1213           0.0000         1146.90m
      1214           0.0000         1145.04m
      1215           0.0000         1143.32m
      1216           0.0000         1141.64m
      1217           0.0000         1139.81m
      1218           0.0000         1138.07m
      1219           0.0000         1136.11m
      1220           0.0000         1134.13m
      1221           0.0000         1132.09m
      1222           0.0000         1130.23m
      1223           0.0000         1128.20m
      1224           0.0000         1126.24m
      1225           0.0000         1124.54m
      1226           0.0000         1122.78m
      1227           0.0000         1120.73m
      1228           0.0000         1118.96m
      1229           0.0000         1117.16m
      1230           0.0000         1115.20m
      1231           0.0000         1113.20m
      1232           0.0000         1111.16m
      1233           0.0000         1109.34m
      1234           0.0000         1107.64m
      1235           0.0000         1105.74m
      1236           0.0000         1104.10m
      1237           0.0000         1102.14m
      1238           0.0000         1100.26m
      1239           0.0000         1098.42m
      1240           0.0000         1096.53m
      1241           0.0000         1094.74m
      1242           0.0000         1092.81m
      1243           0.0000         1090.97m
      1244           0.0000         1089.27m
      1245           0.0000         1087.24m
      1246           0.0000         1085.52m
      1247           0.0000         1083.77m
      1248           0.0000         1081.82m
      1249           0.0000         1080.02m
      1250           0.0000         1078.07m
      1251           0.0000         1076.38m
      1252           0.0000         1074.60m
      1253           0.0000         1072.75m
      1254           0.0000         1070.97m
      1255           0.0000         1069.15m
      1256           0.0000         1067.17m
      1257           0.0000         1065.34m
      1258           0.0000         1063.53m
      1259           0.0000         1061.58m
      1260           0.0000         1059.72m
      1261           0.0000         1057.72m
      1262           0.0000         1055.94m
      1263           0.0000         1054.16m
      1264           0.0000         1052.27m
      1265           0.0000         1050.53m
      1266           0.0000         1048.70m
      1267           0.0000         1046.79m
      1268           0.0000         1045.07m
      1269           0.0000         1043.14m
      1270           0.0000         1041.40m
      1271           0.0000         1039.54m
      1272           0.0000         1037.90m
      1273           0.0000         1036.15m
      1274           0.0000         1034.34m
      1275           0.0000         1032.56m
      1276           0.0000         1030.84m
      1277           0.0000         1029.16m
      1278           0.0000         1027.49m
      1279           0.0000         1025.79m
      1280           0.0000         1023.85m
      1281           0.0000         1021.92m
      1282           0.0000         1020.04m
      1283           0.0000         1018.22m
      1284           0.0000         1016.39m
      1285           0.0000         1014.55m
      1286           0.0000         1012.74m
      1287           0.0000         1010.90m
      1288           0.0000         1009.10m
      1289           0.0000         1007.27m
      1290           0.0000         1005.47m
      1291           0.0000         1003.54m
      1292           0.0000         1001.81m
      1293           0.0000         1000.24m
      1294           0.0000          998.41m
      1295           0.0000          996.61m
      1296           0.0000          995.03m
      1297           0.0000          993.15m
      1298           0.0000          991.34m
      1299           0.0000          989.54m
      1300           0.0000          987.62m
      1301           0.0000          985.74m
      1302           0.0000          983.83m
      1303           0.0000          981.92m
      1304           0.0000          980.01m
      1305           0.0000          978.15m
      1306           0.0000          976.26m
      1307           0.0000          974.51m
      1308           0.0000          972.86m
      1309           0.0000          971.10m
      1310           0.0000          969.28m
      1311           0.0000          967.62m
      1312           0.0000          965.74m
      1313           0.0000          964.18m
      1314           0.0000          962.58m
      1315           0.0000          960.98m
      1316           0.0000          959.22m
      1317           0.0000          957.43m
      1318           0.0000          955.56m
      1319           0.0000          953.72m
      1320           0.0000          952.03m
      1321           0.0000          950.14m
      1322           0.0000          948.28m
      1323           0.0000          946.50m
      1324           0.0000          944.68m
      1325           0.0000          942.85m
      1326           0.0000          941.19m
      1327           0.0000          939.45m
      1328           0.0000          937.88m
      1329           0.0000          936.20m
      1330           0.0000          934.33m
      1331           0.0000          932.78m
      1332           0.0000          931.08m
      1333           0.0000          929.23m
      1334           0.0000          927.50m
      1335           0.0000          925.70m
      1336           0.0000          923.87m
      1337           0.0000          922.16m
      1338           0.0000          920.41m
      1339           0.0000          918.62m
      1340           0.0000          916.80m
      1341           0.0000          915.03m
      1342           0.0000          913.33m
      1343           0.0000          911.57m
      1344           0.0000          909.85m
      1345           0.0000          908.13m
      1346           0.0000          906.37m
      1347           0.0000          904.53m
      1348           0.0000          902.96m
      1349           0.0000          901.44m
      1350           0.0000          899.86m
      1351           0.0000          898.20m
      1352           0.0000          896.53m
      1353           0.0000          894.71m
      1354           0.0000          893.09m
      1355           0.0000          891.34m
      1356           0.0000          889.68m
      1357           0.0000          887.89m
      1358           0.0000          886.18m
      1359           0.0000          884.38m
      1360           0.0000          882.67m
      1361           0.0000          881.08m
      1362           0.0000          879.51m
      1363           0.0000          877.76m
      1364           0.0000          876.12m
      1365           0.0000          874.49m
      1366           0.0000          872.75m
      1367           0.0000          870.96m
      1368           0.0000          869.29m
      1369           0.0000          867.54m
      1370           0.0000          865.89m
      1371           0.0000          864.20m
      1372           0.0000          862.44m
      1373           0.0000          860.78m
      1374           0.0000          859.10m
      1375           0.0000          857.40m
      1376           0.0000          855.66m
      1377           0.0000          854.02m
      1378           0.0000          852.33m
      1379           0.0000          850.74m
      1380           0.0000          848.96m
      1381           0.0000          847.26m
      1382           0.0000          845.52m
      1383           0.0000          843.88m
      1384           0.0000          842.11m
      1385           0.0000          840.59m
      1386           0.0000          838.83m
      1387           0.0000          837.26m
      1388           0.0000          835.73m
      1389           0.0000          834.03m
      1390           0.0000          832.48m
      1391           0.0000          830.79m
      1392           0.0000          829.16m
      1393           0.0000          827.41m
      1394           0.0000          825.75m
      1395           0.0000          824.00m
      1396           0.0000          822.27m
      1397           0.0000          820.57m
      1398           0.0000          818.87m
      1399           0.0000          817.32m
      1400           0.0000          815.57m
      1401           0.0000          813.92m
      1402           0.0000          812.28m
      1403           0.0000          810.59m
      1404           0.0000          808.97m
      1405           0.0000          807.30m
      1406           0.0000          805.78m
      1407           0.0000          804.10m
      1408           0.0000          802.42m
      1409           0.0000          800.76m
      1410           0.0000          799.07m
      1411           0.0000          797.46m
      1412           0.0000          795.80m
      1413           0.0000          794.14m
      1414           0.0000          792.46m
      1415           0.0000          790.77m
      1416           0.0000          789.07m
      1417           0.0000          787.41m
      1418           0.0000          785.78m
      1419           0.0000          784.27m
      1420           0.0000          782.61m
      1421           0.0000          780.94m
      1422           0.0000          779.25m
      1423           0.0000          777.59m
      1424           0.0000          775.95m
      1425           0.0000          774.28m
      1426           0.0000          772.63m
      1427           0.0000          770.98m
      1428           0.0000          769.32m
      1429           0.0000          767.62m
      1430           0.0000          766.10m
      1431           0.0000          764.52m
      1432           0.0000          762.94m
      1433           0.0000          761.37m
      1434           0.0000          759.68m
      1435           0.0000          758.04m
      1436           0.0000          756.44m
      1437           0.0000          754.83m
      1438           0.0000          753.21m
      1439           0.0000          751.57m
      1440           0.0000          750.04m
      1441           0.0000          748.47m
      1442           0.0000          746.81m
      1443           0.0000          745.28m
      1444           0.0000          743.65m
      1445           0.0000          742.08m
      1446           0.0000          740.51m
      1447           0.0000          738.91m
      1448           0.0000          737.50m
      1449           0.0000          735.91m
      1450           0.0000          734.25m
      1451           0.0000          732.65m
      1452           0.0000          731.01m
      1453           0.0000          729.38m
      1454           0.0000          727.82m
      1455           0.0000          726.32m
      1456           0.0000          724.81m
      1457           0.0000          723.28m
      1458           0.0000          721.67m
      1459           0.0000          720.04m
      1460           0.0000          718.44m
      1461           0.0000          716.84m
      1462           0.0000          715.31m
      1463           0.0000          713.76m
      1464           0.0000          712.14m
      1465           0.0000          710.57m
      1466           0.0000          709.12m
      1467           0.0000          707.49m
      1468           0.0000          705.97m
      1469           0.0000          704.37m
      1470           0.0000          702.77m
      1471           0.0000          701.25m
      1472           0.0000          699.63m
      1473           0.0000          698.03m
      1474           0.0000          696.44m
      1475           0.0000          694.89m
      1476           0.0000          693.26m
      1477           0.0000          691.79m
      1478           0.0000          690.21m
      1479           0.0000          688.61m
      1480           0.0000          687.07m
      1481           0.0000          685.52m
      1482           0.0000          683.92m
      1483           0.0000          682.37m
      1484           0.0000          680.95m
      1485           0.0000          679.47m
      1486           0.0000          677.88m
      1487           0.0000          676.48m
      1488           0.0000          675.04m
      1489           0.0000          673.46m
      1490           0.0000          671.88m
      1491           0.0000          670.43m
      1492           0.0000          668.84m
      1493           0.0000          667.30m
      1494           0.0000          665.72m
      1495           0.0000          664.25m
      1496           0.0000          662.65m
      1497           0.0000          661.10m
      1498           0.0000          659.56m
      1499           0.0000          658.16m
      1500           0.0000          656.63m
      1501           0.0000          655.13m
      1502           0.0000          653.58m
      1503           0.0000          651.99m
      1504           0.0000          650.61m
      1505           0.0000          649.13m
      1506           0.0000          647.64m
      1507           0.0000          646.14m
      1508           0.0000          644.55m
      1509           0.0000          643.00m
      1510           0.0000          641.46m
      1511           0.0000          640.08m
      1512           0.0000          638.50m
      1513           0.0000          636.95m
      1514           0.0000          635.40m
      1515           0.0000          633.84m
      1516           0.0000          632.36m
      1517           0.0000          630.87m
      1518           0.0000          629.29m
      1519           0.0000          627.76m
      1520           0.0000          626.28m
      1521           0.0000          624.71m
      1522           0.0000          623.21m
      1523           0.0000          621.67m
      1524           0.0000          620.14m
      1525           0.0000          618.59m
      1526           0.0000          617.05m
      1527           0.0000          615.57m
      1528           0.0000          614.02m
      1529           0.0000          612.47m
      1530           0.0000          610.91m
      1531           0.0000          609.42m
      1532           0.0000          607.99m
      1533           0.0000          606.55m
      1534           0.0000          604.99m
      1535           0.0000          603.46m
      1536           0.0000          601.97m
      1537           0.0000          600.42m
      1538           0.0000          598.87m
      1539           0.0000          597.33m
      1540           0.0000          595.80m
      1541           0.0000          594.30m
      1542           0.0000          592.90m
      1543           0.0000          591.44m
      1544           0.0000          589.95m
      1545           0.0000          588.60m
      1546           0.0000          587.06m
      1547           0.0000          585.52m
      1548           0.0000          583.98m
      1549           0.0000          582.52m
      1550           0.0000          581.02m
      1551           0.0000          579.53m
      1552           0.0000          578.03m
      1553           0.0000          576.52m
      1554           0.0000          575.02m
      1555           0.0000          573.50m
      1556           0.0000          571.98m
      1557           0.0000          570.54m
      1558           0.0000          569.03m
      1559           0.0000          567.52m
      1560           0.0000          566.06m
      1561           0.0000          564.60m
      1562           0.0000          563.16m
      1563           0.0000          561.70m
      1564           0.0000          560.20m
      1565           0.0000          558.73m
      1566           0.0000          557.31m
      1567           0.0000          555.82m
      1568           0.0000          554.34m
      1569           0.0000          552.86m
      1570           0.0000          551.47m
      1571           0.0000          550.05m
      1572           0.0000          548.61m
      1573           0.0000          547.11m
      1574           0.0000          545.62m
      1575           0.0000          544.13m
      1576           0.0000          542.65m
      1577           0.0000          541.18m
      1578           0.0000          539.73m
      1579           0.0000          538.24m
      1580           0.0000          536.77m
      1581           0.0000          535.29m
      1582           0.0000          533.83m
      1583           0.0000          532.35m
      1584           0.0000          530.90m
      1585           0.0000          529.43m
      1586           0.0000          528.01m
      1587           0.0000          526.53m
      1588           0.0000          525.08m
      1589           0.0000          523.60m
      1590           0.0000          522.15m
      1591           0.0000          520.69m
      1592           0.0000          519.23m
      1593           0.0000          517.74m
      1594           0.0000          516.30m
      1595           0.0000          514.82m
      1596           0.0000          513.34m
      1597           0.0000          511.89m
      1598           0.0000          510.43m
      1599           0.0000          508.96m
      1600           0.0000          507.54m
      1601           0.0000          506.10m
      1602           0.0000          504.69m
      1603           0.0000          503.21m
      1604           0.0000          501.79m
      1605           0.0000          500.36m
      1606           0.0000          498.92m
      1607           0.0000          497.48m
      1608           0.0000          496.03m
      1609           0.0000          494.60m
      1610           0.0000          493.15m
      1611           0.0000          491.71m
      1612           0.0000          490.31m
      1613           0.0000          488.93m
      1614           0.0000          487.49m
      1615           0.0000          486.07m
      1616           0.0000          484.63m
      1617           0.0000          483.27m
      1618           0.0000          481.85m
      1619           0.0000          480.43m
      1620           0.0000          478.98m
      1621           0.0000          477.55m
      1622           0.0000          476.10m
      1623           0.0000          474.66m
      1624           0.0000          473.23m
      1625           0.0000          471.80m
      1626           0.0000          470.36m
      1627           0.0000          468.94m
      1628           0.0000          467.52m
      1629           0.0000          466.09m
      1630           0.0000          464.65m
      1631           0.0000          463.24m
      1632           0.0000          461.81m
      1633           0.0000          460.40m
      1634           0.0000          458.98m
      1635           0.0000          457.59m
      1636           0.0000          456.17m
      1637           0.0000          454.79m
      1638           0.0000          453.36m
      1639           0.0000          451.96m
      1640           0.0000          450.56m
      1641           0.0000          449.20m
      1642           0.0000          447.80m
      1643           0.0000          446.40m
      1644           0.0000          444.98m
      1645           0.0000          443.62m
      1646           0.0000          442.20m
      1647           0.0000          440.81m
      1648           0.0000          439.39m
      1649           0.0000          437.98m
      1650           0.0000          436.60m
      1651           0.0000          435.18m
      1652           0.0000          433.77m
      1653           0.0000          432.37m
      1654           0.0000          430.96m
      1655           0.0000          429.56m
      1656           0.0000          428.16m
      1657           0.0000          426.78m
      1658           0.0000          425.41m
      1659           0.0000          424.03m
      1660           0.0000          422.63m
      1661           0.0000          421.33m
      1662           0.0000          420.02m
      1663           0.0000          418.62m
      1664           0.0000          417.22m
      1665           0.0000          415.84m
      1666           0.0000          414.44m
      1667           0.0000          413.07m
      1668           0.0000          411.71m
      1669           0.0000          410.37m
      1670           0.0000          408.98m
      1671           0.0000          407.60m
      1672           0.0000          406.24m
      1673           0.0000          404.95m
      1674           0.0000          403.58m
      1675           0.0000          402.19m
      1676           0.0000          400.82m
      1677           0.0000          399.45m
      1678           0.0000          398.10m
      1679           0.0000          396.71m
      1680           0.0000          395.35m
      1681           0.0000          393.98m
      1682           0.0000          392.60m
      1683           0.0000          391.23m
      1684           0.0000          389.86m
      1685           0.0000          388.57m
      1686           0.0000          387.23m
      1687           0.0000          385.85m
      1688           0.0000          384.48m
      1689           0.0000          383.13m
      1690           0.0000          381.78m
      1691           0.0000          380.44m
      1692           0.0000          379.08m
      1693           0.0000          377.74m
      1694           0.0000          376.38m
      1695           0.0000          375.03m
      1696           0.0000          373.67m
      1697           0.0000          372.30m
      1698           0.0000          370.95m
      1699           0.0000          369.63m
      1700           0.0000          368.28m
      1701           0.0000          366.96m
      1702           0.0000          365.62m
      1703           0.0000          364.26m
      1704           0.0000          362.95m
      1705           0.0000          361.61m
      1706           0.0000          360.26m
      1707           0.0000          358.91m
      1708           0.0000          357.56m
      1709           0.0000          356.23m
      1710           0.0000          354.89m
      1711           0.0000          353.54m
      1712           0.0000          352.20m
      1713           0.0000          350.87m
      1714           0.0000          349.52m
      1715           0.0000          348.20m
      1716           0.0000          346.92m
      1717           0.0000          345.60m
      1718           0.0000          344.29m
      1719           0.0000          342.96m
      1720           0.0000          341.61m
      1721           0.0000          340.27m
      1722           0.0000          338.93m
      1723           0.0000          337.61m
      1724           0.0000          336.30m
      1725           0.0000          334.99m
      1726           0.0000          333.65m
      1727           0.0000          332.35m
      1728           0.0000      
